  id  | acts | expert_validated |                       title                        |                                             author                                              |       genre
 1548 |      |                  | Les Trois tuteurs                                  |                                                                                                 |
 1544 |      |                  | Les Trois tuteurs                                  |                                                                                                 |
 1179 |      |                  | Les Trois tuteurs                                  |                                                                                                 |
 1546 |      |                  | Les Trois tuteurs                                  |                                                                                                 |
 1175 |      |                  | Les Trois tuteurs                                  |                                                                                                 |
 4179 |      |                  | Les Trois tuteurs                                  |                                                                                                 |
 4186 |      |                  | Les Trois tuteurs                                  |                                                                                                 |
 4196 |      |                  | Les Trois tuteurs                                  |                                                                                                 |
 4504 |      |                  | Les Vacances des procureurs                        | Sieur Florent Carton dit Dancourt                                                               | comédie
   60 |      | f                | L'Ile déserte                                      | Jean-Baptiste Collet de Messine                                                                 | comédie
 4393 |      |                  | L’Oestre                                           |                                                                                                 |
 1711 |      |                  | Marius ou Marius à Cyrthe                          | Sieur Gilles de Caux de Montlebert et M. Charles-Jean-François Hénault dit le Président Hénault | tragédie
 1169 |      |                  | Molière à la nouvelle salle                        |                                                                                                 |
 1170 |      |                  | Molière à la nouvelle salle                        |                                                                                                 |
 4133 |      |                  | nouvea#                                            |                                                                                                 |
 4312 |      |                  | Philoctete                                         |                                                                                                 |
 4555 |      |                  | Philoctete                                         |                                                                                                 |
 4568 |      |                  | Philoctete                                         |                                                                                                 |
 4273 |      |                  | Philoctete                                         |                                                                                                 |
 4332 |      |                  | Philoctete                                         |                                                                                                 |
 4324 |      |                  | Philoctete                                         |                                                                                                 |
 4277 |      |                  | Philoctete                                         |                                                                                                 |
 4414 |      |                  | Philoctète                                         |                                                                                                 |
 4465 |      |                  | Philoctète                                         |                                                                                                 |
 4468 |      |                  | Philoctète                                         |                                                                                                 |
 4475 |      |                  | Philoctète                                         |                                                                                                 |
  186 |      |                  | Sophonisbe                                         | François-Marie Arouet dit Voltaire                                                              | tragédie
 5878 |      | t                | Suivante généreuse (La)                            | Sablier (Charles)                                                                               | comédie
  933 |      |                  | Turcaret                                           | Jean Racine                                                                                     | tragédie
  221 |      |                  | unidentified                                       | unidentified                                                                                    | unidentified
 4323 |      |                  | [...] Verneuil                                     |                                                                                                 |
 1139 |      |                  | Zélémide                                           | Abbé Claude-Henri de Fusée de Voisenon                                                          |
  216 |      |                  | Zélémide                                           | Abbé Claude-Henri de Fusée de Voisenon                                                          |
(117 rows)
